% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.133	1	2	114	4	1	28	2196	0	0	0
1.134	1	1	114	5	2	28	2196	0	0	0
1.135	1	2	114	6	1	28	2196	0	0	0
1.136	1	1	114	7	2	28	2196	0	0	0
1.137	1	2	114	8	1	28	2196	0	0	0
1.138	1	1	114	9	2	28	2196	0	0	0
1.139	1	2	114	10	1	28	2196	0	0	0
1.14	1	1	115	1	2	28	2196	0	0	0
1.141	1	2	115	2	1	28	2196	0	0	0
1.142	1	1	115	3	2	28	2196	0	0	0
1.143	1	2	115	4	1	28	2196	0	0	0
1.144	1	1	115	5	2	28	2196	0	0	0
1.145	1	2	115	6	1	28	2196	0	0	0
1.146	1	1	115	7	2	28	2196	0	0	0
1.147	1	2	115	8	1	28	2196	0	0	0
1.148	1	1	115	9	2	28	2196	0	0	0
1.149	1	2	115	10	1	28	2196	0	0	0
1.15	1	1	116	1	2	28	2196	0	0	0
1.151	1	2	116	2	1	28	2196	0	0	0
1.152	1	1	116	3	2	28	2196	0	0	0
1.153	1	2	116	4	1	28	2196	0	0	0
1.154	1	1	116	5	2	28	2196	0	0	0
1.155	1	2	116	6	1	28	2196	0	0	0
1.156	1	1	116	7	2	28	2196	0	0	0
1.157	1	2	116	8	1	28	2196	0	0	0
1.158	1	1	116	9	2	28	2196	0	0	0
1.159	1	2	116	10	1	28	2196	0	0	0
1.16	1	1	117	1	2	28	2196	0	0	0
1.161	1	2	117	2	1	28	2196	0	0	0
1.162	1	1	117	3	2	28	2196	0	0	0
1.163	1	2	117	4	1	28	2196	0	0	0
1.164	1	1	117	5	2	28	2196	0	0	0
1.165	1	2	117	6	1	28	2196	0	0	0
1.166	1	1	117	7	2	28	2196	0	0	0
1.167	1	2	117	8	1	28	2196	0	0	0
1.168	1	1	117	9	2	28	2196	0	0	0
1.169	1	2	117	10	1	28	2196	0	0	0
1.17	1	1	118	1	2	28	2196	0	0	0
1.171	1	2	118	2	1	28	2196	0	0	0
1.172	1	1	118	3	2	28	2196	0	0	0
1.173	1	2	118	4	1	28	2196	0	0	0
1.174	1	1	118	5	2	28	2196	0	0	0
1.175	1	2	118	6	1	28	2196	0	0	0
1.176	1	1	118	7	2	28	2196	0	0	0
1.177	1	2	118	8	1	28	2196	0	0	0
1.178	1	1	118	9	2	28	2196	0	0	0
1.179	1	2	118	10	1	28	2196	0	0	0
1.18	1	1	119	1	2	28	2196	0	0	0
1.181	1	2	119	2	1	28	2196	0	0	0
1.182	1	1	119	3	2	28	2196	0	0	0
1.183	1	2	119	4	1	28	2196	0	0	0
1.184	1	1	119	5	2	28	2196	0	0	0
1.185	1	2	119	6	1	28	2196	0	0	0
1.186	1	1	119	7	2	28	2196	0	0	0
1.187	1	2	119	8	1	28	2196	0	0	0
1.188	1	1	119	9	2	28	2196	0	0	0
1.189	1	2	119	10	1	28	2196	0	0	0
1.19	1	1	120	1	2	28	2196	0	0	0
1.191	1	2	120	2	1	28	2196	0	0	0
1.192	1	1	120	3	2	28	2196	0	0	0
1.193	1	2	120	4	1	28	2196	0	0	0
1.194	1	1	120	5	2	28	2196	0	0	0
1.195	1	2	120	6	1	28	2196	0	0	0
1.196	1	1	120	7	2	28	2196	0	0	0
1.197	1	2	120	8	1	28	2196	0	0	0
1.198	1	1	120	9	2	28	2196	0	0	0
1.199	1	2	120	10	1	28	2196	0	0	0
1.2	1	1	121	1	2	28	2196	0	0	0
1.201	1	2	121	2	1	28	2196	0	0	0
1.202	1	1	121	3	2	28	2196	0	0	0
1.203	1	2	121	4	1	28	2196	0	0	0
1.204	1	1	121	5	2	28	2196	0	0	0
1.205	1	2	121	6	1	28	2196	0	0	0
1.206	1	1	121	7	2	28	2196	0	0	0
1.207	1	2	121	8	1	28	2196	0	0	0
1.208	1	1	121	9	2	28	2196	0	0	0
1.209	1	2	121	10	1	28	2196	0	0	0
1.21	1	1	122	1	2	28	2196	0	0	0
1.211	1	2	122	2	1	28	2196	0	0	0
1.212	1	1	122	3	2	28	2196	0	0	0
1.213	1	2	122	4	1	28	2196	0	0	0
1.214	1	1	122	5	2	28	2196	0	0	0
1.215	1	2	122	6	1	28	2196	0	0	0
1.216	1	1	122	7	2	28	2196	0	0	0
1.217	1	2	122	8	1	28	2196	0	0	0
1.218	1	1	122	9	2	28	2196	0	0	0
1.219	1	2	122	10	1	28	2196	0	0	0
1.22	1	1	123	1	2	28	2196	0	0	0
1.221	1	2	123	2	1	28	2196	0	0	0
1.222	1	1	123	3	2	28	2196	0	0	0
1.223	1	2	123	4	1	28	2196	0	0	0
1.224	1	1	123	5	2	28	2196	0	0	0
1.225	1	2	123	6	1	28	2196	0	0	0
1.226	1	1	123	7	2	28	2196	0	0	0
1.227	1	2	123	8	1	28	2196	0	0	0
1.228	1	1	123	9	2	28	2196	0	0	0
1.229	1	2	123	10	1	28	2196	0	0	0
1.23	1	1	124	1	2	28	2196	0	0	0
1.231	1	2	124	2	1	28	2196	0	0	0
1.232	1	1	124	3	2	28	2196	0	0	0
1.233	1	2	124	4	1	28	2196	0	0	0
1.234	1	1	124	5	2	28	2196	0	0	0
1.235	1	2	124	6	1	28	2196	0	0	0
1.236	1	1	124	7	2	28	2196	0	0	0
1.237	1	2	124	8	1	28	2196	0	0	0
1.238	1	1	124	9	2	28	2196	0	0	0
1.239	1	2	124	10	1	28	2196	0	0	0
1.24	1	1	125	1	2	28	2196	0	0	0
1.241	1	2	125	2	1	28	2196	0	0	0
1.242	1	1	125	3	2	28	2196	0	0	0
1.243	1	2	125	4	1	28	2196	0	0	0
1.244	1	1	125	5	2	28	2196	0	0	0
1.245	1	2	125	6	1	28	2196	0	0	0
1.246	1	1	125	7	2	28	2196	0	0	0
1.247	1	2	125	8	1	28	2196	0	0	0
1.248	1	1	125	9	2	28	2196	0	0	0
1.249	1	2	125	10	1	28	2196	0	0	0
1.25	1	1	126	1	2	28	2196	0	0	0
1.251	1	2	126	2	1	28	2196	0	0	0
1.252	1	1	126	3	2	28	2196	0	0	0
1.253	1	2	126	4	1	28	2196	0	0	0
1.254	1	1	126	5	2	28	2196	0	0	0
1.255	1	2	126	6	1	28	2196	0	0	0
1.256	1	1	126	7	2	28	2196	0	0	0
1.257	1	2	126	8	1	28	2196	0	0	0
1.258	1	1	126	9	2	28	2196	0	0	0
1.259	1	2	126	10	1	28	2196	0	0	0
1.26	1	1	127	1	2	28	2196	0	0	0
1.261	1	2	127	2	1	28	2196	0	0	0
1.262	1	1	127	3	2	28	2196	0	0	0
1.263	1	2	127	4	1	28	2196	0	0	0
1.264	1	1	127	5	2	28	2196	0	0	0
1.265	1	2	127	6	1	28	2196	0	0	0
1.266	1	1	127	7	2	28	2196	0	0	0
1.267	1	2	127	8	1	28	2196	0	0	0
1.268	1	1	127	9	2	28	2196	0	0	0
1.269	1	2	127	10	1	28	2196	0	0	0
1.27	1	1	128	1	2	28	2196	0	0	0
1.271	1	2	128	2	1	28	2196	0	0	0
1.272	1	1	128	3	2	28	2196	0	0	0
1.273	1	2	128	4	1	28	2196	0	0	0
1.274	1	1	128	5	2	28	2196	0	0	0
1.275	1	2	128	6	1	28	2196	0	0	0
1.276	1	1	128	7	2	28	2196	0	0	0
1.277	1	2	128	8	1	28	2196	0	0	0
1.278	1	1	128	9	2	28	2196	0	0	0
1.279	1	2	128	10	1	28	2196	0	0	0
1.28	1	1	129	1	2	28	2196	0	0	0
1.281	1	2	129	2	1	28	2196	0	0	0
1.282	1	1	129	3	2	28	2196	0	0	0
1.283	1	2	129	4	1	28	2196	0	0	0
1.284	1	1	129	5	2	28	2196	0	0	0
1.285	1	2	129	6	1	28	2196	0	0	0
1.286	1	1	129	7	2	28	2196	0	0	0
1.287	1	2	129	8	1	28	2196	0	0	0
1.288	1	1	129	9	2	28	2196	0	0	0
1.289	1	2	129	10	1	28	2196	0	0	0
1.29	1	1	130	1	2	28	2196	0	0	0
1.291	1	2	130	2	1	28	2196	0	0	0
1.292	1	1	130	3	2	28	2196	0	0	0
1.293	1	2	130	4	1	28	2196	0	0	0
1.294	1	1	130	5	2	28	2196	0	0	0
1.295	1	2	130	6	1	28	2196	0	0	0
1.296	1	1	130	7	2	28	2196	0	0	0
1.297	1	2	130	8	1	28	2196	0	0	0
1.298	1	1	130	9	2	28	2196	0	0	0
1.299	1	2	130	10	1	28	2196	0	0	0
1.3	1	1	131	1	2	28	2196	0	0	0
1.301	1	2	131	2	1	28	2196	0	0	0
1.302	1	1	131	3	2	28	2196	0	0	0
1.303	1	2	131	4	1	28	2196	0	0	0
1.304	1	1	131	5	2	28	2196	0	0	0
1.305	1	2	131	6	1	28	2196	0	0	0
1.306	1	1	131	7	2	28	2196	0	0	0
1.307	1	2	131	8	1	28	2196	0	0	0
1.308	1	1	131	9	2	28	2196	0	0	0
1.309	1	2	131	10	1	28	2196	0	0	0
1.31	1	1	132	1	2	28	2196	0	0	0
1.311	1	2	132	2	1	28	2196	0	0	0
1.312	1	1	132	3	2	28	2196	0	0	0
1.313	1	2	132	4	1	28	2196	0	0	0
1.314	1	1	132	5	2	28	2196	0	0	0
1.315	1	2	132	6	1	28	2196	0	0	0
1.316	1	1	132	7	2	28	2196	0	0	0
1.317	1	2	132	8	1	28	2196	0	0	0
1.318	1	1	132	9	2	28	2196	0	0	0
1.319	1	2	132	10	1	28	2196	0	0	0
1.32	1	1	133	1	2	28	2196	0	0	0
1.321	1	2	133	2	1	28	2196	0	0	0
1.322	1	1	133	3	2	28	2196	0	0	0
1.323	1	2	133	4	1	28	2196	0	0	0
1.324	1	1	133	5	2	28	2196	0	0	0
1.325	1	2	133	6	1	28	2196	0	0	0
1.326	1	1	133	7	2	28	2196	0	0	0
1.327	1	2	133	8	1	28	2196	0	0	0
1.328	1	1	133	9	2	28	2196	0	0	0
1.329	1	2	133	10	1	28	2196	0	0	0
1.33	1	1	134	1	2	28	2196	0	0	0
1.331	1	2	134	2	1	28	2196	0	0	0
1.332	1	1	134	3	2	28	2196	0	0	0
1.333	1	2	134	4	1	28	2196	0	0	0
1.334	1	1	134	5	2	28	2196	0	0	0
1.335	1	2	134	6	1	28	2196	0	0	0
1.336	1	1	134	7	2	28	2196	0	0	0
1.337	1	2	134	8	1	28	2196	0	0	0
1.338	1	1	134	9	2	28	2196	0	0	0
1.339	1	2	134	10	1	28	2196	0	0	0
1.34	1	1	135	1	2	28	2196	0	0	0
1.341	1	2	135	2	1	28	2196	0	0	0
1.342	1	1	135	3	2	28	2196	0	0	0
1.343	1	2	135	4	1	28	2196	0	0	0
1.344	1	1	135	5	2	28	2196	0	0	0
1.345	1	2	135	6	1	28	2196	0	0	0
1.346	1	1	135	7	2	28	2196	0	0	0
1.347	1	2	135	8	1	28	2196	0	0	0
1.348	1	1	135	9	2	28	2196	0	0	0
1.349	1	2	135	10	1	28	2196	0	0	0
1.35	1	1	136	1	2	28	2196	0	0	0
1.351	1	2	136	2	1	28	2196	0	0	0
1.352	1	1	136	3	2	28	2196	0	0	0
1.353	1	2	136	4	1	28	2196	0	0	0
1.354	1	1	136	5	2	28	2196	0	0	0
1.355	1	2	136	6	1	28	2196	0	0	0
1.356	1	1	136	7	2	28	2196	0	0	0
1.357	1	2	136	8	1	28	2196	0	0	0
1.358	1	1	136	9	2	28	2196	0	0	0
1.359	1	2	136	10	1	28	2196	0	0	0
1.36	1	1	137	1	2	28	2196	0	0	0
1.361	1	2	137	2	1	28	2196	0	0	0
1.362	1	1	137	3	2	28	2196	0	0	0
1.363	1	2	137	4	1	28	2196	0	0	0
1.364	1	1	137	5	2	28	2196	0	0	0
1.365	1	2	137	6	1	28	2196	0	0	0
1.366	1	1	137	7	2	28	2196	0	0	0
1.367	1	2	137	8	1	28	2196	0	0	0
1.368	1	1	137	9	2	28	2196	0	0	0
1.369	1	2	137	10	1	28	2196	0	0	0
1.37	1	1	138	1	2	28	2196	0	0	0
1.371	1	2	138	2	1	28	2196	0	0	0
1.372	1	1	138	3	2	28	2196	0	0	0
1.373	1	2	138	4	1	28	2196	0	0	0
1.374	1	1	138	5	2	28	2196	0	0	0
1.375	1	2	138	6	1	28	2196	0	0	0
1.376	1	1	138	7	2	28	2196	0	0	0
1.377	1	2	138	8	1	28	2196	0	0	0
1.378	1	1	138	9	2	28	2196	0	0	0
1.379	1	2	138	10	1	28	2196	0	0	0
1.38	1	1	139	1	2	28	2196	0	0	0
1.381	1	2	139	2	1	28	2196	0	0	0
1.382	1	1	139	3	2	28	2196	0	0	0
1.383	1	2	139	4	1	28	2196	0	0	0
1.384	1	1	139	5	2	28	2196	0	0	0
1.385	1	2	139	6	1	28	2196	0	0	0
1.386	1	1	139	7	2	28	2196	0	0	0
1.387	1	2	139	8	1	28	2196	0	0	0
1.388	1	1	139	9	2	28	2196	0	0	0
1.389	1	2	139	10	1	28	2196	0	0	0
1.39	1	1	140	1	2	28	2196	0	0	0
1.391	1	2	140	2	1	28	2196	0	0	0
1.392	1	1	140	3	2	28	2196	0	0	0
1.393	1	2	140	4	1	28	2196	0	0	0
1.394	1	1	140	5	2	28	2196	0	0	0
1.395	1	2	140	6	1	28	2196	0	0	0
1.396	1	1	140	7	2	28	2196	0	0	0
1.397	1	2	140	8	1	28	2196	0	0	0
1.398	1	1	140	9	2	28	2196	0	0	0
1.399	1	2	140	10	1	28	2196	0	0	0
1.4	1	1	141	1	2	28	2196	0	0	0
1.401	1	2	141	2	1	28	2196	0	0	0
1.402	1	1	141	3	2	28	2196	0	0	0
1.403	1	2	141	4	1	28	2196	0	0	0
1.404	1	1	141	5	2	28	2196	0	0	0
1.405	1	2	141	6	1	28	2196	0	0	0
1.406	1	1	141	7	2	28	2196	0	0	0
1.407	1	2	141	8	1	28	2196	0	0	0
1.408	1	1	141	9	2	28	2196	0	0	0
1.409	1	2	141	10	1	28	2196	0	0	0
1.41	1	1	142	1	2	28	2196	0	0	0
1.411	1	2	142	2	1	28	2196	0	0	0
1.412	1	1	142	3	2	28	2196	0	0	0
1.413	1	2	142	4	1	28	2196	0	0	0
1.414	1	1	142	5	2	28	2196	0	0	0
1.415	1	2	142	6	1	28	2196	0	0	0
1.416	1	1	142	7	2	28	2196	0	0	0
1.417	1	2	142	8	1	28	2196	0	0	0
1.418	1	1	142	9	2	28	2196	0	0	0
1.419	1	2	142	10	1	28	2196	0	0	0
1.42	1	1	143	1	2	28	2196	0	0	0
1.421	1	2	143	2	1	28	2196	0	0	0
1.422	1	1	143	3	2	28	2196	0	0	0
1.423	1	2	143	4	1	28	2196	0	0	0
1.424	1	1	143	5	2	28	2196	0	0	0
1.425	1	2	143	6	1	28	2196	0	0	0
1.426	1	1	143	7	2	28	2196	0	0	0
1.427	1	2	143	8	1	28	2196	0	0	0
1.428	1	1	143	9	2	28	2196	0	0	0
1.429	1	2	143	10	1	28	2196	0	0	0
1.43	1	1	144	1	2	28	2196	0	0	0
1.431	1	2	144	2	1	28	2196	0	0	0
1.432	1	1	144	3	2	28	2196	0	0	0
1.433	1	2	144	4	1	28	2196	0	0	0
1.434	1	1	144	5	2	28	2196	0	0	0
1.435	1	2	144	6	1	28	2196	0	0	0
1.436	1	1	144	7	2	28	2196	0	0	0
1.437	1	2	144	8	1	28	2196	0	0	0
1.438	1	1	144	9	2	28	2196	0	0	0
1.439	1	2	144	10	1	28	2196	0	0	0
1.44	1	1	145	1	2	28	2196	0	0	0
1.441	1	2	145	2	1	28	2196	0	0	0
1.442	1	1	145	3	2	28	2196	0	0	0
1.443	1	2	145	4	1	28	2196	0	0	0
1.444	1	1	145	5	2	28	2196	0	0	0
1.445	1	2	145	6	1	28	2196	0	0	0
1.446	1	1	145	7	2	28	2196	0	0	0
1.447	1	2	145	8	1	28	2196	0	0	0
1.448	1	1	145	9	2	28	2196	0	0	0
1.449	1	2	145	10	1	28	2196	0	0	0
1.45	1	1	146	1	2	28	2196	0	0	0
1.451	1	2	146	2	1	28	2196	0	0	0
1.452	1	1	146	3	2	28	2196	0	0	0
1.453	1	2	146	4	1	28	2196	0	0	0
1.454	1	1	146	5	2	28	2196	0	0	0
1.455	1	2	146	6	1	28	2196	0	0	0
1.456	1	1	146	7	2	28	2196	0	0	0
1.457	1	2	146	8	1	28	2196	0	0	0
1.458	1	1	146	9	2	28	2196	0	0	0
1.459	1	2	146	10	1	28	2196	0	0	0
1.46	1	1	147	1	2	28	2196	0	0	0
1.461	1	2	147	2	1	28	2196	0	0	0
1.462	1	1	147	3	2	28	2196	0	0	0
1.463	1	2	147	4	1	28	2196	0	0	0
1.464	1	1	147	5	2	28	2196	0	0	0
1.465	1	2	147	6	1	28	2196	0	0	0
1.466	1	1	147	7	2	28	2196	0	0	0
1.467	1	2	147	8	1	28	2196	0	0	0
1.468	1	1	147	9	2	28	2196	0	0	0
1.469	1	2	147	10	1	28	2196	0	0	0
1.47	1	1	148	1	2	28	2196	0	0	0
1.471	1	2	148	2	1	28	2196	0	0	0
1.472	1	1	148	3	2	28	2196	0	0	0
1.473	1	2	148	4	1	28	2196	0	0	0
1.474	1	1	148	5	2	28	2196	0	0	0
1.475	1	2	148	6	1	28	2196	0	0	0
1.476	1	1	148	7	2	28	2196	0	0	0
1.477	1	2	148	8	1	28	2196	0	0	0
1.478	1	1	148	9	2	28	2196	0	0	0
1.479	1	2	148	10	1	28	2196	0	0	0
1.48	1	1	149	1	2	28	2196	0	0	0
1.481	1	2	149	2	1	28	2196	0	0	0
1.482	1	1	149	3	2	28	2196	0	0	0
1.483	1	2	149	4	1	28	2196	0	0	0
1.484	1	1	149	5	2	28	2196	0	0	0
1.485	1	2	149	6	1	28	2196	0	0	0
1.486	1	1	149	7	2	28	2196	0	0	0
1.487	1	2	149	8	1	28	2196	0	0	0
1.488	1	1	149	9	2	28	2196	0	0	0
1.489	1	2	149	10	1	28	2196	0	0	0
1.49	1	1	150	1	2	28	2196	0	0	0
1.491	1	2	150	2	1	28	2196	0	0	0
1.492	1	1	150	3	2	28	2196	0	0	0
1.493	1	2	150	4	1	28	2196	0	0	0
1.494	1	1	150	5	2	28	2196	0	0	0
1.495	1	2	150	6	1	28	2196	0	0	0
1.496	1	1	150	7	2	28	2196	0	0	0
1.497	1	2	150	8	1	28	2196	0	0	0
1.498	1	1	150	9	2	28	2196	0	0	0
1.499	1	2	150	10	1	28	2196	0	0	0
1.5	1	1	151	1	2	28	2196	0	0	0
1.501	1	2	151	2	1	28	2196	0	0	0
1.502	1	1	151	3	2	28	2196	0	0	0
1.503	1	2	151	4	1	28	2196	0	0	0
1.504	1	1	151	5	2	28	2196	0	0	0
1.505	1	2	151	6	1	28	2196	0	0	0
1.506	1	1	151	7	2	28	2196	0	0	0
1.507	1	2	151	8	1	28	2196	0	0	0
1.508	1	1	151	9	2	28	2196	0	0	0
1.509	1	2	151	10	1	28	2196	0	0	0
1.51	1	1	152	1	2	28	2196	0	0	0
1.511	1	2	152	2	1	28	2196	0	0	0
1.512	1	1	152	3	2	28	2196	0	0	0
1.513	1	2	152	4	1	28	2196	0	0	0
1.514	1	1	152	5	2	28	2196	0	0	0
1.515	1	2	152	6	1	28	2196	0	0	0
1.516	1	1	152	7	2	28	2196	0	0	0
1.517	1	2	152	8	1	28	2196	0	0	0
1.518	1	1	152	9	2	28	2196	0	0	0
1.519	1	2	152	10	1	28	2196	0	0	0
1.52	1	1	153	1	2	28	2196	0	0	0
1.521	1	2	153	2	1	28	2196	0	0	0
1.522	1	1	153	3	2	28	2196	0	0	0
1.523	1	2	153	4	1	28	2196	0	0	0
1.524	1	1	153	5	2	28	2196	0	0	0
1.525	1	2	153	6	1	28	2196	0	0	0
1.526	1	1	153	7	2	28	2196	0	0	0
1.527	1	2	153	8	1	28	2196	0	0	0
1.528	1	1	153	9	2	28	2196	0	0	0
1.529	1	2	153	10	1	28	2196	0	0	0
1.53	1	1	154	1	2	28	2196	0	0	0
1.531	1	2	154	2	1	28	2196	0	0	0
1.532	1	1	154	3	2	28	2196	0	0	0
1.533	1	2	154	4	1	28	2196	0	0	0
1.534	1	1	154	5	2	28	2196	0	0	0
1.535	1	2	154	6	1	28	2196	0	0	0
1.536	1	1	154	7	2	28	2196	0	0	0
1.537	1	2	154	8	1	28	2196	0	0	0
1.538	1	1	154	9	2	28	2196	0	0	0
1.539	1	2	154	10	1	28	2196	0	0	0
1.54	1	1	155	1	2	28	2196	0	0	0
1.541	1	2	155	2	1	28	2196	0	0	0
1.542	1	1	155	3	2	28	2196	0	0	0
1.543	1	2	155	4	1	28	2196	0	0	0
1.544	1	1	155	5	2	28	2196	0	0	0
1.545	1	2	155	6	1	28	2196	0	0	0
1.546	1	1	155	7	2	28	2196	0	0	0
1.547	1	2	155	8	1	28	2196	0	0	0
1.548	1	1	155	9	2	28	2196	0	0	0
1.549	1	2	155	10	1	28	2196	0	0	0
1.55	1	1	156	1	2	28	2196	0	0	0
1.551	1	2	156	2	1	28	2196	0	0	0
1.552	1	1	156	3	2	28	2196	0	0	0
1.553	1	2	156	4	1	28	2196	0	0	0
1.554	1	1	156	5	2	28	2196	0	0	0
1.555	1	2	156	6	1	28	2196	0	0	0
1.556	1	1	156	7	2	28	2196	0	0	0
1.557	1	2	156	8	1	28	2196	0	0	0
1.558	1	1	156	9	2	28	2196	0	0	0
1.559	1	2	156	10	1	28	2196	0	0	0
1.56	1	1	157	1	2	28	2196	0	0	0
1.561	1	2	157	2	1	28	2196	0	0	0
1.562	1	1	157	3	2	28	2196	0	0	0
1.563	1	2	157	4	1	28	2196	0	0	0
1.564	1	1	157	5	2	28	2196	0	0	0
1.565	1	2	157	6	1	28	2196	0	0	0
1.566	1	1	157	7	2	28	2196	0	0	0
1.567	1	2	157	8	1	28	2196	0	0	0
1.568	1	1	157	9	2	28	2196	0	0	0
1.569	1	2	157	10	1	28	2196	0	0	0
1.57	1	1	158	1	2	28	2196	0	0	0
1.571	1	2	158	2	1	28	2196	0	0	0
1.572	1	1	158	3	2	28	2196	0	0	0
1.573	1	2	158	4	1	28	2196	0	0	0
1.574	1	1	158	5	2	28	2196	0	0	0
1.575	1	2	158	6	1	28	2196	0	0	0
1.576	1	1	158	7	2	28	2196	0	0	0
1.577	1	2	158	8	1	28	2196	0	0	0
1.578	1	1	158	9	2	28	2196	0	0	0
1.579	1	2	158	10	1	28	2196	0	0	0
1.58	1	1	159	1	2	28	2196	0	0	0
1.581	1	2	159	2	1	28	2196	0	0	0
1.582	1	1	159	3	2	28	2196	0	0	0
1.583	1	2	159	4	1	28	2196	0	0	0
1.584	1	1	159	5	2	28	2196	0	0	0
1.585	1	2	159	6	1	28	2196	0	0	0
1.586	1	1	159	7	2	28	2196	0	0	0
1.587	1	2	159	8	1	28	2196	0	0	0
1.588	1	1	159	9	2	28	2196	0	0	0
1.589	1	2	159	10	1	28	2196	0	0	0
1.59	1	1	160	1	2	28	2196	0	0	0
1.591	1	2	160	2	1	28	2196	0	0	0
1.592	1	1	160	3	2	28	2196	0	0	0
1.593	1	2	160	4	1	28	2196	0	0	0
1.594	1	1	160	5	2	28	2196	0	0	0
1.595	1	2	160	6	1	28	2196	0	0	0
1.596	1	1	160	7	2	28	2196	0	0	0
1.597	1	2	160	8	1	28	2196	0	0	0
1.598	1	1	160	9	2	28	2196	0	0	0
1.599	1	2	160	10	1	28	2196	0	0	0
1.6	1	1	161	1	2	28	2196	0	0	0
1.601	1	2	161	2	1	28	2196	0	0	0
1.602	1	1	161	3	2	28	2196	0	0	0
1.603	1	2	161	4	1	28	2196	0	0	0
1.604	1	1	161	5	2	28	2196	0	0	0
1.605	1	2	161	6	1	28	2196	0	0	0
1.606	1	1	161	7	2	28	2196	0	0	0
1.607	1	2	161	8	1	28	2196	0	0	0
1.608	1	1	161	9	2	28	2196	0	0	0
1.609	1	2	161	10	1	28	2196	0	0	0
1.61	1	1	162	1	2	28	2196	0	0	0
1.611	1	2	162	2	1	28	2196	0	0	0
1.612	1	1	162	3	2	28	2196	0	0	0
1.613	1	2	162	4	1	28	2196	0	0	0
1.614	1	1	162	5	2	28	2196	0	0	0
1.615	1	2	162	6	1	28	2196	0	0	0
1.616	1	1	162	7	2	28	2196	0	0	0
1.617	1	2	162	8	1	28	2196	0	0	0
1.618	1	1	162	9	2	28	2196	0	0	0
1.619	1	2	162	10	1	28	2196	0	0	0
1.62	1	1	163	1	2	28	2196	0	0	0
1.621	1	2	163	2	1	28	2196	0	0	0
1.622	1	1	163	3	2	28	2196	0	0	0
1.623	1	2	163	4	1	28	2196	0	0	0
1.624	1	1	163	5	2	28	2196	0	0	0
1.625	1	2	163	6	1	28	2196	0	0	0
1.626	1	1	163	7	2	28	2196	0	0	0
1.627	1	2	163	8	1	28	2196	0	0	0
1.628	1	1	163	9	2	28	2196	0	0	0
1.629	1	2	163	10	1	28	2196	0	0	0
1.63	1	1	164	1	2	28	2196	0	0	0
1.631	1	2	164	2	1	28	2196	0	0	0
1.632	1	1	164	3	2	28	2196	0	0	0
1.633	1	2	164	4	1	28	2196	0	0	0
1.634	1	1	164	5	2	28	2196	0	0	0
1.635	1	2	164	6	1	28	2196	0	0	0
1.636	1	1	164	7	2	28	2196	0	0	0
1.637	1	2	164	8	1	28	2196	0	0	0
1.638	1	1	164	9	2	28	2196	0	0	0
1.639	1	2	164	10	1	28	2196	0	0	0
1.64	1	1	165	1	2	28	2196	0	0	0
1.641	1	2	165	2	1	28	2196	0	0	0
1.642	1	1	165	3	2	28	2196	0	0	0
1.643	1	2	165	4	1	28	2196	0	0	0
1.644	1	1	165	5	2	28	2196	0	0	0
1.645	1	2	165	6	1	28	2196	0	0	0
1.646	1	1	165	7	2	28	2196	0	0	0
1.647	1	2	165	8	1	28	2196	0	0	0
1.648	1	1	165	9	2	28	2196	0	0	0
1.649	1	2	165	10	1	28	2196	0	0	0
1.65	1	1	166	1	2	28	2196	0	0	0
1.651	1	2	166	2	1	28	2196	0	0	0
1.652	1	1	166	3	2	28	2196	0	0	0
1.653	1	2	166	4	1	28	2196	0	0	0
1.654	1	1	166	5	2	28	2196	0	0	0
1.655	1	2	166	6	1	28	2196	0	0	0
1.656	1	1	166	7	2	28	2196	0	0	0
1.657	1	2	166	8	1	28	2196	0	0	0
1.658	1	1	166	9	2	28	2196	0	0	0
1.659	1	2	166	10	1	28	2196	0	0	0
1.66	1	1	167	1	2	28	2196	0	0	0
1.661	1	2	167	2	1	28	2196	0	0	0
1.662	1	1	167	3	2	28	2196	0	0	0
1.663	1	2	167	4	1	28	2196	0	0	0
1.664	1	1	167	5	2	28	2196	0	0	0
1.665	1	2	167	6	1	28	2196	0	0	0
1.666	1	1	167	7	2	28	2196	0	0	0
1.667	1	2	167	8	1	28	2196	0	0	0
1.668	1	1	167	9	2	28	2196	0	0	0
1.669	1	2	167	10	1	28	2196	0	0	0
1.67	1	1	168	1	2	28	2196	0	0	0
1.671	1	2	168	2	1	28	2196	0	0	0
1.672	1	1	168	3	2	28	2196	0	0	0
1.673	1	2	168	4	1	28	2196	0	0	0
1.674	1	1	168	5	2	28	2196	0	0	0
1.675	1	2	168	6	1	28	2196	0	0	0
1.676	1	1	168	7	2	28	2196	0	0	0
1.677	1	2	168	8	1	28	2196	0	0	0
1.678	1	1	168	9	2	28	2196	0	0	0
1.679	1	2	168	10	1	28	2196	0	0	0
1.68	1	1	169	1	2	28	2196	0	0	0
1.681	1	2	169	2	1	28	2196	0	0	0
1.682	1	1	169	3	2	28	2196	0	0	0
1.683	1	2	169	4	1	28	2196	0	0	0
1.684	1	1	169	5	2	28	2196	0	0	0
1.685	1	2	169	6	1	28	2196	0	0	0
1.686	1	1	169	7	2	28	2196	0	0	0
1.687	1	2	169	8	1	28	2196	0	0	0
1.688	1	1	169	9	2	28	2196	0	0	0
1.689	1	2	169	10	1	28	2196	0	0	0
